"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Female"	"F"	"2018"	"2018"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	10	2167523	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	13	141167	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	351	2167523	16.2
	"15-19 years"	"15-19"	"Female"	"F"	"2019"	"2019"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	60	2196932	2.7
	"15-19 years"	"15-19"	"Female"	"F"	"2019"	"2019"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	10	2196932	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"2019"	"2019"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	15	2196932	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"2019"	"2019"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	16	2196932	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"2019"	"2019"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	26	2196932	1.2
	"15-19 years"	"15-19"	"Female"	"F"	"2019"	"2019"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	16	2196932	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"2019"	"2019"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	11	2196932	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"2019"	"2019"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	10	2196932	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"2019"	"2019"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	13	143883	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"2019"	"2019"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	357	2196932	16.2
	"15-19 years"	"15-19"	"Female"	"F"	"2020 "	"2020"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	45	2223134	2.0
	"15-19 years"	"15-19"	"Female"	"F"	"2020 "	"2020"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	19	2223134	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"2020 "	"2020"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	18	2223134	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"2020 "	"2020"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	33	2223134	1.5
	"15-19 years"	"15-19"	"Female"	"F"	"2020 "	"2020"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	16	2223134	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"2020 "	"2020"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	16	2223134	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"2020 "	"2020"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	11	2223134	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"2020 "	"2020"	"Codes for special purposes"	"U00-U99"	"White"	"2106-3"	22	2223134	1.0
	"15-19 years"	"15-19"	"Female"	"F"	"2020 "	"2020"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	22	147358	14.9
	"15-19 years"	"15-19"	"Female"	"F"	"2020 "	"2020"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	475	2223134	21.4
	"15-19 years"	"15-19"	"Male"	"M"	"1999"	"1999"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	11	1514532	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"1999"	"1999"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	57	1514532	3.8
	"15-19 years"	"15-19"	"Male"	"M"	"1999"	"1999"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	14	1514532	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"1999"	"1999"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	26	1514532	1.7
	"15-19 years"	"15-19"	"Male"	"M"	"1999"	"1999"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	41	1514532	2.7
	"15-19 years"	"15-19"	"Male"	"M"	"1999"	"1999"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	13	1514532	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"1999"	"1999"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	16	1514532	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"1999"	"1999"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	21	1514532	1.4
	"15-19 years"	"15-19"	"Male"	"M"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	14	67994	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	1179	1514532	77.8
	"15-19 years"	"15-19"	"Male"	"M"	"2000"	"2000"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	11	1564753	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2000"	"2000"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	74	1564753	4.7
	"15-19 years"	"15-19"	"Male"	"M"	"2000"	"2000"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	12	1564753	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2000"	"2000"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	12	1564753	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2000"	"2000"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	22	1564753	1.4
	"15-19 years"	"15-19"	"Male"	"M"	"2000"	"2000"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	40	1564753	2.6
	"15-19 years"	"15-19"	"Male"	"M"	"2000"	"2000"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	19	1564753	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2000"	"2000"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	28	1564753	1.8
	"15-19 years"	"15-19"	"Male"	"M"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	18	70090	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	1250	1564753	79.9
	"15-19 years"	"15-19"	"Male"	"M"	"2001"	"2001"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	17	1613027	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2001"	"2001"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	92	1613027	5.7
	"15-19 years"	"15-19"	"Male"	"M"	"2001"	"2001"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	14	1613027	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2001"	"2001"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	39	1613027	2.4
	"15-19 years"	"15-19"	"Male"	"M"	"2001"	"2001"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	41	1613027	2.5
	"15-19 years"	"15-19"	"Male"	"M"	"2001"	"2001"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	11	1613027	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2001"	"2001"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	17	1613027	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2001"	"2001"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	55	1613027	3.4
	"15-19 years"	"15-19"	"Male"	"M"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	"American Indian or Alaska Native"	"1002-5"	14	40040	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	13	73847	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	1184	1613027	73.4
	"15-19 years"	"15-19"	"Male"	"M"	"2002"	"2002"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	12	1642214	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2002"	"2002"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	81	1642214	4.9
	"15-19 years"	"15-19"	"Male"	"M"	"2002"	"2002"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	10	1642214	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2002"	"2002"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	34	1642214	2.1
	"15-19 years"	"15-19"	"Male"	"M"	"2002"	"2002"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	33	1642214	2.0
	"15-19 years"	"15-19"	"Male"	"M"	"2002"	"2002"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	17	1642214	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2002"	"2002"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	21	1642214	1.3
	"15-19 years"	"15-19"	"Male"	"M"	"2002"	"2002"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	20	1642214	1.2
	"15-19 years"	"15-19"	"Male"	"M"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	24	77655	30.9
	"15-19 years"	"15-19"	"Male"	"M"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	1324	1642214	80.6
	"15-19 years"	"15-19"	"Male"	"M"	"2003"	"2003"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	18	1674636	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2003"	"2003"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	93	1674636	5.6
	"15-19 years"	"15-19"	"Male"	"M"	"2003"	"2003"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	13	1674636	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2003"	"2003"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	12	1674636	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2003"	"2003"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	42	1674636	2.5
	"15-19 years"	"15-19"	"Male"	"M"	"2003"	"2003"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	40	1674636	2.4
	"15-19 years"	"15-19"	"Male"	"M"	"2003"	"2003"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	15	1674636	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2003"	"2003"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	12	1674636	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2003"	"2003"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	17	1674636	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2003"	"2003"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	26	1674636	1.6
	"15-19 years"	"15-19"	"Male"	"M"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	"Asian or Pacific Islander"	"A-PI"	10	24577	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	17	82196	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	1320	1674636	78.8
	"15-19 years"	"15-19"	"Male"	"M"	"2004"	"2004"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	100	1722120	5.8
	"15-19 years"	"15-19"	"Male"	"M"	"2004"	"2004"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	11	1722120	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2004"	"2004"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	39	1722120	2.3
	"15-19 years"	"15-19"	"Male"	"M"	"2004"	"2004"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	42	1722120	2.4
	"15-19 years"	"15-19"	"Male"	"M"	"2004"	"2004"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	17	1722120	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2004"	"2004"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	18	1722120	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2004"	"2004"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	23	1722120	1.3
	"15-19 years"	"15-19"	"Male"	"M"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	"American Indian or Alaska Native"	"1002-5"	12	55222	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	17	88137	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	1341	1722120	77.9
	"15-19 years"	"15-19"	"Male"	"M"	"2005"	"2005"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	10	1790364	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2005"	"2005"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	91	1790364	5.1
	"15-19 years"	"15-19"	"Male"	"M"	"2005"	"2005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	14	1790364	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2005"	"2005"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	19	1790364	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2005"	"2005"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	43	1790364	2.4
	"15-19 years"	"15-19"	"Male"	"M"	"2005"	"2005"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	46	1790364	2.6
	"15-19 years"	"15-19"	"Male"	"M"	"2005"	"2005"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	17	1790364	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2005"	"2005"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	21	1790364	1.2
	"15-19 years"	"15-19"	"Male"	"M"	"2005"	"2005"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	19	1790364	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	"American Indian or Alaska Native"	"1002-5"	10	60235	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	23	95896	24.0
	"15-19 years"	"15-19"	"Male"	"M"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	1420	1790364	79.3
	"15-19 years"	"15-19"	"Male"	"M"	"2006"	"2006"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	15	1863080	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2006"	"2006"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	74	1863080	4.0
	"15-19 years"	"15-19"	"Male"	"M"	"2006"	"2006"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	11	1863080	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2006"	"2006"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	19	1863080	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2006"	"2006"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	49	1863080	2.6
	"15-19 years"	"15-19"	"Male"	"M"	"2006"	"2006"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	49	1863080	2.6
	"15-19 years"	"15-19"	"Male"	"M"	"2006"	"2006"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	17	1863080	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2006"	"2006"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	27	1863080	1.4
	"15-19 years"	"15-19"	"Male"	"M"	"2006"	"2006"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	25	1863080	1.3
	"15-19 years"	"15-19"	"Male"	"M"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	31	103644	29.9
	"15-19 years"	"15-19"	"Male"	"M"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	1465	1863080	78.6
	"15-19 years"	"15-19"	"Male"	"M"	"2007"	"2007"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	12	1935974	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2007"	"2007"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	86	1935974	4.4
	"15-19 years"	"15-19"	"Male"	"M"	"2007"	"2007"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	14	1935974	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2007"	"2007"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	37	1935974	1.9
	"15-19 years"	"15-19"	"Male"	"M"	"2007"	"2007"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	36	1935974	1.9
	"15-19 years"	"15-19"	"Male"	"M"	"2007"	"2007"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	12	1935974	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2007"	"2007"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	21	1935974	1.1
	"15-19 years"	"15-19"	"Male"	"M"	"2007"	"2007"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	32	1935974	1.7
	"15-19 years"	"15-19"	"Male"	"M"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	"American Indian or Alaska Native"	"1002-5"	12	70384	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	"Asian or Pacific Islander"	"A-PI"	11	34618	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	43	111299	38.6
	"15-19 years"	"15-19"	"Male"	"M"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	1333	1935974	68.9
	"15-19 years"	"15-19"	"Male"	"M"	"2008"	"2008"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	12	2002535	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2008"	"2008"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	100	2002535	5.0
	"15-19 years"	"15-19"	"Male"	"M"	"2008"	"2008"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	13	2002535	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2008"	"2008"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	34	2002535	1.7
	"15-19 years"	"15-19"	"Male"	"M"	"2008"	"2008"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	40	2002535	2.0
	"15-19 years"	"15-19"	"Male"	"M"	"2008"	"2008"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	21	2002535	1.0
	"15-19 years"	"15-19"	"Male"	"M"	"2008"	"2008"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	20	2002535	1.0
	"15-19 years"	"15-19"	"Male"	"M"	"2008"	"2008"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	29	2002535	1.4
	"15-19 years"	"15-19"	"Male"	"M"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	"American Indian or Alaska Native"	"1002-5"	10	75527	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	"Asian or Pacific Islander"	"A-PI"	11	37513	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	21	119305	17.6
	"15-19 years"	"15-19"	"Male"	"M"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	1183	2002535	59.1
	"15-19 years"	"15-19"	"Male"	"M"	"2009"	"2009"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	17	2058562	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2009"	"2009"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	73	2058562	3.5
	"15-19 years"	"15-19"	"Male"	"M"	"2009"	"2009"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	10	2058562	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2009"	"2009"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	47	2058562	2.3
	"15-19 years"	"15-19"	"Male"	"M"	"2009"	"2009"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	48	2058562	2.3
	"15-19 years"	"15-19"	"Male"	"M"	"2009"	"2009"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	27	2058562	1.3
	"15-19 years"	"15-19"	"Male"	"M"	"2009"	"2009"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	12	2058562	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2009"	"2009"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	20	2058562	1.0
	"15-19 years"	"15-19"	"Male"	"M"	"2009"	"2009"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	35	2058562	1.7
	"15-19 years"	"15-19"	"Male"	"M"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	"American Indian or Alaska Native"	"1002-5"	14	80604	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	27	126643	21.3
	"15-19 years"	"15-19"	"Male"	"M"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	1182	2058562	57.4
	"15-19 years"	"15-19"	"Male"	"M"	"2010"	"2010"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	11	2087710	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"2010"	"2010"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	96	2087710	4.6
	"15-19 years"	"15-19"	"Male"	"M"	"2010"	"2010"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	16	2087710	Unreliable
